# Melissa Graham, source_detection_summary.ipynb 
# UTC = Mon, 18 Apr 2022 00:50:24 +0000 
# 
# Columns 
#  0 exposure calendar date 
#  1 filename base 
#  2 exposure identifier 
#  3 modified julian date 
#  4 filter 
#  5 mean limiting magnitude (over all subtractions) 
#  6 mean seeing (over all subtractions) 
#  7 mean sky background (over all subtractions) 
#  8 total number of objects 
#  9 total number of objects with R/B>0.6 
# 
 210322   c4d_210322_004909_ori     45 59295.03414103 g 23.140 1.463    6.551   1082    101 
 210322   c4d_210322_005038_ori     46 59295.03516716 r 23.409 1.291    9.738   2396    197 
 210322   c4d_210322_005233_ori   1868 59295.03649512 i 23.104 1.398   17.104   1079    115 
 210322   c4d_210322_014031_ori     49 59295.06980941 g 23.321 1.348    6.260   1465    251 
 210322   c4d_210322_014201_ori     50 59295.07084622 r 23.609 1.169    9.034   2923    277 
 210322   c4d_210322_014354_ori   1869 59295.07216010 i 23.383 1.175   16.450   1553    128 
 210322   c4d_210322_014633_ori     52 59295.07400271 g 23.406 1.264    6.163   1264    200 
 210322   c4d_210322_014801_ori     53 59295.07501978 r 23.682 1.136    8.889   3171    191 
 210322   c4d_210322_014957_ori   1870 59295.07636294 i 23.554 1.000   16.282   1296    155 
 210322   c4d_210322_015236_ori     55 59295.07820591 g 23.440 1.223    6.115   1480    154 
 210322   c4d_210322_015405_ori     56 59295.07923083 r 23.616 1.224    8.822   2777    241 
 210322   c4d_210322_015559_ori   1871 59295.08054656 i 23.501 1.071   16.190   1575    141 
 210322   c4d_210322_015839_ori     58 59295.08240253 g 23.450 1.190    6.174   1680    346 
 210322   c4d_210322_020008_ori     59 59295.08342980 r 23.602 1.222    8.906   2821    248 
 210322   c4d_210322_020203_ori   1872 59295.08476148 i 23.462 1.101   16.334   1375    134 
 210322   c4d_210322_020442_ori     61 59295.08659852 g 23.408 1.269    6.065   1324    192 
 210322   c4d_210322_020610_ori     62 59295.08761867 r 23.561 1.248    8.765   3068    181 
 210322   c4d_210322_020805_ori   1873 59295.08895058 i 23.387 1.164   16.168   2408    126 
 210322   c4d_210322_024919_ori     65 59295.11759201 g 23.577 1.122    5.742   1609    164 
 210322   c4d_210322_025048_ori     66 59295.11861382 r 23.828 1.022    8.275   3091    274 
 210322   c4d_210322_025243_ori   1874 59295.11995135 i 23.646 0.986   14.990   1253    143 
 210322   c4d_210322_025532_ori     68 59295.12190024 g 23.483 1.219    5.785   1669    317 
 210322   c4d_210322_025702_ori     69 59295.12294212 r 23.819 1.032    8.334   3186    368 
 210322   c4d_210322_025857_ori   1875 59295.12427352 i 23.682 0.939   15.009    603    117 
 210322   c4d_210322_030144_ori     71 59295.12621454 g 23.517 1.197    5.686   1365    237 
 210322   c4d_210322_030314_ori     72 59295.12724610 r 23.752 1.138    8.213   3426    194 
 210322   c4d_210322_030509_ori   1876 59295.12858243 i 23.602 1.023   14.856   1238    154 
 210322   c4d_210322_030751_ori     74 59295.13045975 g 23.600 1.132    5.576   1682    169 
 210322   c4d_210322_030920_ori     75 59295.13148811 r 23.799 1.081    8.103   3199    275 
 210322   c4d_210322_031114_ori   2049 59295.13280266 i 23.624 1.024   14.629   1295    147 
 210322   c4d_210322_031353_ori     77 59295.13464324 g 23.409 1.347    5.598   1658    300 
 210322   c4d_210322_031521_ori     78 59295.13566856 r 23.737 1.125    8.195   3083    338 
 210322   c4d_210322_031715_ori   1878 59295.13698778 i 23.622 1.023   14.747    910    151 
 210324   c4d_210324_000054_ori     80 59297.00063388 g 22.956 1.027   10.803    865    104 
 210324   c4d_210324_000223_ori     81 59297.00165763 r 23.358 0.889   14.261   2149    160 
 210324   c4d_210324_000418_ori   1879 59297.00298999 i 23.422 0.860   20.779    615    123 
 210324   c4d_210324_000656_ori     83 59297.00482060 g 22.955 1.064   10.629   1070    101 
 210324   c4d_210324_000825_ori     84 59297.00585498 r 23.145 1.099   14.058   2191    193 
 210324   c4d_210324_001020_ori   1880 59297.00718366 i 23.023 1.253   20.662    989    112 
 210324   c4d_210324_001258_ori     86 59297.00901532 g 22.835 1.166   10.747   1109    209 
 210324   c4d_210324_001429_ori     87 59297.01005823 r 23.181 1.061   14.332   2212    201 
 210324   c4d_210324_001623_ori   1881 59297.01138309 i 23.253 0.987   21.011    898    120 
 210324   c4d_210324_001901_ori     89 59297.01321666 g 23.053 0.985   10.487    868    125 
 210324   c4d_210324_002030_ori     90 59297.01424392 r 23.426 0.855   13.976   2163    173 
 210324   c4d_210324_002225_ori   1882 59297.01557265 i 23.286 0.976   20.353    960    143 
 210324   c4d_210324_002505_ori     92 59297.01742222 g 22.774 1.253   10.422    807     91 
 210324   c4d_210324_002633_ori     93 59297.01844260 r 23.288 0.984   13.878   2191    206 
 210324   c4d_210324_002829_ori   1883 59297.01978561 i 23.401 0.901   20.158    724    125 
 210324   c4d_210324_012417_ori     96 59297.05853137 g 23.167 0.915   10.100   1202    196 
 210324   c4d_210324_012545_ori     97 59297.05955975 r 23.492 0.843   13.234   1760    190 
 210324   c4d_210324_012741_ori   1884 59297.06089293 i 23.557 0.810   19.044    468    124 
 210324   c4d_210324_013018_ori     99 59297.06271435 g 23.099 0.981    9.915    930    134 
 210324   c4d_210324_013148_ori    100 59297.06375659 r 23.363 0.987   12.968   2514    187 
 210324   c4d_210324_013343_ori   1885 59297.06509117 i 23.466 0.903   18.775    751    114 
 210324   c4d_210324_013623_ori    102 59297.06693602 g 22.980 1.094    9.843   1028    109 
 210324   c4d_210324_013752_ori    125 59297.06796415 r 23.425 0.946   12.717   2242    224 
 210324   c4d_210324_013946_ori   1886 59297.06928423 i 23.416 0.938   18.298    835    160 
 210324   c4d_210324_014224_ori    127 59297.07111855 g 22.770 1.318    9.968   1107    200 
 210324   c4d_210324_014354_ori    128 59297.07215864 r 23.245 1.086   12.961   2247    245 
 210324   c4d_210324_014550_ori   1887 59297.07349887 i 23.368 0.987   18.788    736    114 
 210324   c4d_210324_014828_ori    130 59297.07533484 g 22.972 1.125    9.826    867    126 
 210324   c4d_210324_014958_ori    131 59297.07637041 r 23.331 1.041   12.712   2673    183 
 210324   c4d_210324_015154_ori   1888 59297.07771677 i 23.526 0.875   18.200    711    127 
 210324   c4d_210324_030543_ori    134 59297.12897219 g 23.169 0.937    9.969   1126    113 
 210324   c4d_210324_030711_ori    135 59297.12999837 r 23.462 0.833   14.165   1948    204 
 210324   c4d_210324_030907_ori   1889 59297.13133627 i 23.478 0.776   22.037    510    115 
 210324   c4d_210324_031146_ori    137 59297.13317747 g 23.100 0.937   10.558   1215    232 
 210324   c4d_210324_031315_ori    138 59297.13420505 r 23.311 0.797   16.969   1530    153 
 210324   c4d_210324_031511_ori   1890 59297.13554443 i 23.213 0.809   28.334    483     93 
 210324   c4d_210324_031752_ori    140 59297.13740840 g 23.011 0.893   12.028    799    113 
 210324   c4d_210324_031921_ori    141 59297.13843939 r 22.874 0.817   25.822   1721    124 
 210324   c4d_210324_032115_ori   1891 59297.13976626 i 22.467 0.750   59.523    454    100 
 210324   c4d_210324_032355_ori    143 59297.14160967 g 22.953 0.936   12.085    999    101 
 210324   c4d_210324_032524_ori    144 59297.14264011 r 22.783 0.839   26.895   1551    152 
 210324   c4d_210324_032720_ori   1892 59297.14398541 i 22.468 0.772   57.449    569    111 
 210324   c4d_210324_032959_ori    146 59297.14583172 g 23.028 0.920   11.380   1057    189 
 210324   c4d_210324_033129_ori   1893 59297.14686993 r 22.996 0.837   21.913   1606    164 
 210324   c4d_210324_033324_ori   1894 59297.14820135 i 22.518 0.826   52.325    506     99 
 210328   c4d_210328_001320_ori    148 59301.00926829 g 21.532 1.625   25.349    444     48 
 210328   c4d_210328_001449_ori    149 59301.01029460 r 21.203 1.345   72.868   1047     82 
 210328   c4d_210328_001642_ori   1895 59301.01160779 i 20.658 1.457  161.584    679    153 
 210328   c4d_210328_001921_ori    151 59301.01344138 g 21.446 1.720   26.114    394     24 
 210328   c4d_210328_002050_ori    152 59301.01447630 r 21.003 1.625   74.001    810     62 
 210328   c4d_210328_002244_ori   1896 59301.01579567 i 20.628 1.458  169.104    598    159 
 210328   c4d_210328_002527_ori    154 59301.01767961 g 21.649 1.770   21.108    563     53 
 210328   c4d_210328_002656_ori    155 59301.01871421 r 22.012 1.622   27.577   1198     83 
 210328   c4d_210328_002851_ori   1897 59301.02004384 i 22.170 1.492   37.404    813    120 
 210328   c4d_210328_003130_ori    157 59301.02188448 g 21.606 1.909   20.613    365     37 
 210328   c4d_210328_003259_ori    158 59301.02291083 r 22.076 1.485   27.863   1120     69 
 210328   c4d_210328_003454_ori   1898 59301.02424065 i 21.968 1.404   50.047    857    114 
 210328   c4d_210328_003733_ori    160 59301.02608465 g 21.641 1.777   21.340    408     25 
 210328   c4d_210328_003903_ori    161 59301.02712057 r 21.877 1.559   32.500    988     70 
 210328   c4d_210328_004057_ori   1899 59301.02844650 i 21.953 1.230   57.176    982    121 
 210328   c4d_210328_013607_ori    164 59301.06675329 g 21.939 1.394   20.642    670    113 
 210328   c4d_210328_014230_ori    170 59301.07118292 g 22.137 1.176   20.316    533     71 
 210328   c4d_210328_014850_ori    176 59301.07558695 g 22.048 1.248   20.750    470     44 
 210328   c4d_210328_015511_ori    182 59301.07999976 g 21.874 1.458   20.800    657     97 
 210328   c4d_210328_020131_ori    188 59301.08439360 g 22.148 1.158   20.347    506     67 
 210328   c4d_210328_025818_ori    195 59301.12382605 g 22.061 1.225   21.113    608     60 
 210328   c4d_210328_030443_ori    201 59301.12828024 g 22.015 1.270   21.197    719    148 
 210328   c4d_210328_031103_ori    207 59301.13267413 g 21.962 1.345   21.003    420     61 
 210328   c4d_210328_031723_ori    213 59301.13707509 g 22.016 1.267   21.274    511     35 
 210328   c4d_210328_032346_ori    219 59301.14151246 g 21.985 1.291   21.367    761    151 
 210331   c4d_210331_003411_ori    226 59304.02374008 g 22.953 1.581    6.882    881     95 
 210331   c4d_210331_003540_ori    227 59304.02477860 r 23.213 1.408   10.262   2227    138 
 210331   c4d_210331_003734_ori   1930 59304.02609324 i 23.178 1.311   16.519   1311    157 
 210331   c4d_210331_004013_ori    229 59304.02793203 g 22.836 1.585    7.661    891     78 
 210331   c4d_210331_004141_ori    230 59304.02895428 r 23.066 1.517   10.988   1937    117 
 210331   c4d_210331_004335_ori   1931 59304.03027769 i 23.069 1.428   17.160   1172    120 
 210331   c4d_210331_004619_ori    232 59304.03217294 g 22.476 2.038    8.265    904     91 
 210331   c4d_210331_004749_ori    233 59304.03321670 r 22.799 1.644   11.425   1773     93 
 210331   c4d_210331_004944_ori   1932 59304.03454063 i 23.163 1.285   17.117   1193    132 
 210331   c4d_210331_005222_ori    235 59304.03637704 g 22.498 1.962    8.608    595     51 
 210331   c4d_210331_005351_ori    236 59304.03740127 r 22.997 1.542   11.490   1974     98 
 210331   c4d_210331_005545_ori   1933 59304.03872020 i 23.000 1.521   16.994   1190    118 
 210331   c4d_210331_005824_ori    238 59304.04055954 g 22.380 2.064    9.062    621     32 
 210331   c4d_210331_005952_ori    239 59304.04157941 r 22.923 1.602   11.865   1697    104 
 210331   c4d_210331_010146_ori   1934 59304.04289752 i 23.033 1.457   17.294   1211    147 
 210331   c4d_210331_020629_ori    242 59304.08784579 g 22.769 1.267   10.656   1134    217 
 210331   c4d_210331_020800_ori    243 59304.08888903 r 23.237 1.156   12.639   2284    229 
 210331   c4d_210331_020954_ori   1935 59304.09021612 i 23.441 1.045   16.800   1078    138 
 210331   c4d_210331_021233_ori    245 59304.09205496 g 22.773 1.264   10.593    782    106 
 210331   c4d_210331_021402_ori    246 59304.09308405 r 23.175 1.223   12.528   2313    143 
 210331   c4d_210331_021601_ori   1936 59304.09446128 i 23.371 1.103   16.794   1604    157 
 210331   c4d_210331_021839_ori    248 59304.09629312 g 22.745 1.276   10.732    798    107 
 210331   c4d_210331_022009_ori    249 59304.09732907 r 23.155 1.232   12.613   2121    163 
 210331   c4d_210331_022202_ori   1937 59304.09864555 i 23.292 1.201   16.780   1547    123 
 210331   c4d_210331_022441_ori    251 59304.10048229 g 22.696 1.326   10.843   1079    227 
 210331   c4d_210331_022609_ori    252 59304.10149677 r 23.238 1.121   12.715   2239    214 
 210331   c4d_210331_022804_ori   1938 59304.10282864 i 23.472 1.004   16.786    909    141 
 210331   c4d_210331_023042_ori    254 59304.10465657 g 22.718 1.285   10.772    776     96 
 210331   c4d_210331_023210_ori    255 59304.10567998 r 23.165 1.208   12.600   2407    157 
 210331   c4d_210331_023404_ori   2066 59304.10699934 i 23.446 1.032   16.680   1324    168 
 210331   c4d_210331_030705_ori    258 59304.12992066 g 22.708 1.274   11.168    847     98 
 210331   c4d_210331_030832_ori    259 59304.13093529 r 23.170 1.178   12.936   2175    181 
 210331   c4d_210331_031026_ori   1940 59304.13225572 i 23.399 1.092   16.837   1577    150 
 210331   c4d_210331_031304_ori    261 59304.13408411 g 22.622 1.377   11.299    956    192 
 210331   c4d_210331_031433_ori    262 59304.13511380 r 23.203 1.129   13.109   2255    234 
 210331   c4d_210331_031628_ori   1941 59304.13644654 i 23.429 1.039   17.006   1108    144 
 210331   c4d_210331_031909_ori    264 59304.13830132 g 22.734 1.218   11.278    772     99 
 210331   c4d_210331_032037_ori    265 59304.13932466 r 23.259 1.083   13.062   2435    175 
 210331   c4d_210331_032232_ori   1942 59304.14065681 i 23.406 1.046   17.056   1423    179 
 210331   c4d_210331_032511_ori    267 59304.14249708 g 22.689 1.256   11.360    840     90 
 210331   c4d_210331_032640_ori    268 59304.14352876 r 23.279 1.039   13.135   2157    204 
 210331   c4d_210331_032835_ori   1943 59304.14485029 i 23.507 0.947   17.025    872    127 
 210331   c4d_210331_033114_ori    270 59304.14669901 g 22.787 1.133   11.498   1048    222 
 210331   c4d_210331_033243_ori    271 59304.14772148 r 23.218 1.103   13.281   2176    228 
 210331   c4d_210331_033438_ori   1944 59304.14905851 i 23.417 1.030   17.147   1060    153 
 210403   c4d_210403_003109_ori    274 59307.02164126 g 22.893 1.464    3.692    799     86 
 210403   c4d_210403_003239_ori    275 59307.02268143 r 23.032 1.224    7.311   2140    119 
 210403   c4d_210403_003434_ori   2059 59307.02400512 i 23.181 1.074   13.166   1313    129 
 210403   c4d_210403_003712_ori    277 59307.02584148 g 23.567 1.257    3.493   1411    142 
 210403   c4d_210403_003841_ori    278 59307.02687175 r 23.603 1.168    6.624   2554    220 
 210403   c4d_210403_004038_ori   1946 59307.02821946 i 23.462 1.082   12.801   1488    143 
 210403   c4d_210403_004317_ori    280 59307.03006376 g 23.721 1.308    3.442   1693    302 
 210403   c4d_210403_004445_ori    281 59307.03108525 r 23.773 1.175    6.428   3155    316 
 210403   c4d_210403_004640_ori   1947 59307.03241140 i 23.232 1.195   12.660   1298    121 
 210403   c4d_210403_004918_ori    283 59307.03424633 g 22.973 1.644    3.565    881     80 
 210403   c4d_210403_005047_ori    284 59307.03527595 r 22.617 1.357    7.236   1568     78 
 210403   c4d_210403_005242_ori   1948 59307.03660195 i 21.769 1.601   13.026    598     34 
 210403   c4d_210403_005520_ori    286 59307.03843150 g 21.666 1.756    3.857    444     15 
 210403   c4d_210403_005649_ori    287 59307.03946007 r 21.702 1.505    7.839    874     48 
 210403   c4d_210403_005844_ori   1949 59307.04078940 i 21.748 1.322   13.179    601     34 
 210403   c4d_210403_010159_ori    290 59307.04305111 g 22.344 1.556    3.908    979    136 
 210403   c4d_210403_010328_ori    291 59307.04407749 r 22.401 1.540    7.581   1442     97 
 210403   c4d_210403_010523_ori   1950 59307.04540637 i 22.454 1.361   12.964    920     90 
 210403   c4d_210403_010802_ori    293 59307.04725304 g 22.911 1.414    3.681    848    100 
 210403   c4d_210403_010931_ori    294 59307.04827597 r 23.012 1.236    6.953   2237    131 
 210403   c4d_210403_011125_ori   1951 59307.04960492 i 23.000 1.247   12.079   1162     98 
 210403   c4d_210403_011403_ori    296 59307.05142730 g 23.147 1.684    3.563   1089     82 
 210403   c4d_210403_011533_ori    297 59307.05246776 r 23.183 1.665    6.455   1930    107 
 210403   c4d_210403_011729_ori   1952 59307.05381109 i 23.043 1.374   11.886   1269    166 
 210403   c4d_210403_012007_ori    299 59307.05564804 g 22.922 2.115    3.655   1211    111 
 210403   c4d_210403_012137_ori    300 59307.05668106 r 23.117 1.622    6.717   2185    138 
 210403   c4d_210403_012331_ori   1953 59307.05800134 i 23.074 1.552   11.943   1489    138 
 210403   c4d_210403_012610_ori    302 59307.05983815 g 23.486 1.656    3.402   1141    118 
 210403   c4d_210403_012739_ori    303 59307.06087244 r 23.554 1.501    6.022   2725    131 
 210403   c4d_210403_012934_ori   1954 59307.06220920 i 23.242 1.619   11.336   1224    139 
 210403   c4d_210403_023830_ori    306 59307.11007972 g 23.245 2.239    3.648    961     71 
 210403   c4d_210403_024000_ori    307 59307.11111511 r 23.496 1.668    6.468   2328    149 
 210403   c4d_210403_024155_ori   1955 59307.11244696 i 23.113 1.820   12.263   1439    148 
 210403   c4d_210403_024435_ori    309 59307.11430181 g 23.536 1.585    3.901   1815    223 
 210403   c4d_210403_024604_ori    310 59307.11532752 r 23.324 1.471    7.170   2485    164 
 210403   c4d_210403_024758_ori   1956 59307.11665173 i 23.234 1.232   13.172   1345    142 
 210403   c4d_210403_025037_ori    312 59307.11849238 g 23.170 1.692    4.290    922     75 
 210403   c4d_210403_025205_ori    313 59307.11951312 r 23.034 1.738    7.676   1890     80 
 210403   c4d_210403_025401_ori   1957 59307.12084493 i 23.015 1.227   13.887   1060     99 
 210403   c4d_210403_025639_ori    315 59307.12267960 g 23.021 1.375    4.829   1044    102 
 210403   c4d_210403_025808_ori    316 59307.12370783 r 23.205 1.111    8.336   2226    207 
 210403   c4d_210403_030003_ori   1958 59307.12503842 i 22.805 1.124   14.741   1114    100 
 210403   c4d_210403_030241_ori    318 59307.12686813 g 22.562 1.389    5.506    968    156 
 210403   c4d_210403_030409_ori    319 59307.12789023 r 22.635 1.287    9.648   1817    157 
 210403   c4d_210403_030604_ori   1959 59307.12922116 i 22.831 1.097   15.468   1227    107 
 210406   c4d_210406_003306_ori    326 59310.02299648 g 23.828 1.476    3.303   1501    164 
 210406   c4d_210406_003434_ori    327 59310.02401552 r 23.767 1.427    6.146   3066    161 
 210406   c4d_210406_003629_ori   1960 59310.02533949 i 23.604 1.223   12.075   2046    167 
 210406   c4d_210406_003908_ori    329 59310.02717819 g 23.937 1.353    3.289   2065    181 
 210406   c4d_210406_004037_ori    330 59310.02820910 r 23.876 1.293    6.142   3080    242 
 210406   c4d_210406_004231_ori   2060 59310.02953070 i 23.650 1.171   12.006   1765    171 
 210406   c4d_210406_004510_ori    332 59310.03137708 g 23.829 1.484    3.318   2020    257 
 210406   c4d_210406_004639_ori    333 59310.03240731 r 23.805 1.351    6.141   3275    257 
 210406   c4d_210406_004836_ori   1962 59310.03375472 i 23.597 1.246   12.000   1912    168 
 210406   c4d_210406_005115_ori    335 59310.03559092 g 23.909 1.372    3.290   1527    193 
 210406   c4d_210406_005243_ori    336 59310.03661916 r 23.883 1.286    6.019   3550    214 
 210406   c4d_210406_005438_ori   2067 59310.03794176 i 23.684 1.180   11.629   2246    169 
 210406   c4d_210406_005716_ori    338 59310.03977438 g 23.945 1.337    3.286   1912    178 
 210406   c4d_210406_005845_ori    339 59310.04080395 r 23.985 1.168    6.025   3317    288 
 210406   c4d_210406_010040_ori   1964 59310.04213475 i 23.678 1.168   11.636   1777    161 
 210406   c4d_210406_013651_ori    342 59310.06725977 g 23.722 1.866    3.287   1399    135 
 210406   c4d_210406_013819_ori    343 59310.06828639 r 23.659 1.648    6.119   2582    167 
 210406   c4d_210406_014014_ori   1965 59310.06960682 i 23.543 1.396   11.815   1235    154 
 210406   c4d_210406_014252_ori    345 59310.07143665 g 23.837 1.528    3.259   1498    175 
 210406   c4d_210406_014421_ori    346 59310.07246789 r 23.765 1.500    6.056   2933    159 
 210406   c4d_210406_014616_ori   1966 59310.07380457 i 23.555 1.347   11.717   1518    173 
 210406   c4d_210406_014854_ori    348 59310.07563586 g 23.853 1.487    3.258   1737    148 
 210406   c4d_210406_015023_ori    349 59310.07666559 r 23.779 1.471    6.040   2727    191 
 210406   c4d_210406_015218_ori   1967 59310.07799259 i 23.599 1.304   11.690   1420    158 
 210406   c4d_210406_015501_ori    351 59310.07987797 g 23.809 1.543    3.273   2141    246 
 210406   c4d_210406_015628_ori    352 59310.08088949 r 23.741 1.484    6.113   3040    222 
 210406   c4d_210406_015824_ori   1968 59310.08222255 i 23.438 1.497   11.696   1631    152 
 210406   c4d_210406_020103_ori    354 59310.08407241 g 23.704 1.705    3.255   1321    127 
 210406   c4d_210406_020232_ori    355 59310.08509767 r 23.605 1.689    6.092   2676    138 
 210406   c4d_210406_020426_ori   1969 59310.08641916 i 23.496 1.438   11.622   1372    155 
 210406   c4d_210406_024036_ori    358 59310.11153656 g 24.037 1.267    3.209   2068    222 
 210406   c4d_210406_024206_ori    359 59310.11257530 r 23.944 1.220    6.111   3296    257 
 210406   c4d_210406_024400_ori   1970 59310.11389778 i 23.692 1.166   12.067   2044    149 
 210406   c4d_210406_024639_ori    361 59310.11573815 g 24.063 1.239    3.231   2339    488 
 210406   c4d_210406_024809_ori    362 59310.11677238 r 24.063 1.114    6.137   3632    413 
 210406   c4d_210406_025003_ori   1971 59310.11810118 i 23.789 1.044   12.174   1019    229 
 210406   c4d_210406_025241_ori    364 59310.11992280 g 24.102 1.202    3.213   1805    253 
 210406   c4d_210406_025409_ori    365 59310.12094134 r 24.114 1.077    6.067   4196    279 
 210406   c4d_210406_025604_ori   1972 59310.12227511 i 23.791 1.061   11.990   1393    152 
 210406   c4d_210406_025843_ori    367 59310.12410922 g 24.041 1.273    3.211   1953    214 
 210406   c4d_210406_030010_ori    368 59310.12512704 r 23.975 1.228    6.061   3444    263 
 210406   c4d_210406_030205_ori   1973 59310.12645776 i 23.740 1.151   11.728   2067    200 
 210406   c4d_210406_030443_ori    370 59310.12828652 g 23.963 1.378    3.253   2361    420 
 210406   c4d_210406_030613_ori    371 59310.12932125 r 23.923 1.293    6.138   3518    320 
 210406   c4d_210406_030807_ori   2054 59310.13064075 i 23.700 1.214   11.959   1188    174 
 210409   c4d_210409_002430_ori    374 59313.01701732 g 23.414 2.185    3.347    922     67 
 210409   c4d_210409_002559_ori    375 59313.01805120 r 23.347 1.891    6.866   2148    100 
 210409   c4d_210409_002754_ori   1975 59313.01938271 i 23.000 1.732   15.210   1232    132 
 210409   c4d_210409_003033_ori    377 59313.02122464 g 23.422 2.216    3.344   1101     74 
 210409   c4d_210409_003201_ori    378 59313.02224202 r 23.552 1.586    6.843   2469    157 
 210409   c4d_210409_003355_ori   1976 59313.02356264 i 23.203 1.459   14.941   1285    112 
 210409   c4d_210409_003637_ori    380 59313.02543770 g 23.593 1.845    3.363   1630    152 
 210409   c4d_210409_003806_ori    381 59313.02646060 r 23.649 1.443    6.842   3015    216 
 210409   c4d_210409_004000_ori   1977 59313.02778402 i 23.410 1.212   14.943   1588    177 
 210409   c4d_210409_004239_ori    383 59313.02962619 g 23.895 1.393    3.312   1555    212 
 210409   c4d_210409_004408_ori    384 59313.03064928 r 23.900 1.172    6.649   3709    247 
 210409   c4d_210409_004602_ori   1978 59313.03197530 i 23.551 1.073   14.708   1474    159 
 210409   c4d_210409_004841_ori    386 59313.03380840 g 24.014 1.251    3.304   1969    187 
 210409   c4d_210409_005010_ori    387 59313.03484130 r 23.951 1.122    6.661   3340    283 
